id;province_type;R;G;B;x;y;province_terrain
PRV001073;land;112;83;242;522.11;1087.46;hills
PRV001074;land;134;255;74;672.47;1329.36;plains
PRV001075;land;229;201;64;486.51;1081.87;hills
PRV001076;land;120;94;238;499.47;1101.56;hills
PRV001077;land;185;236;210;1212.79;461.24;hills
PRV001078;land;228;229;222;1179.07;544.75;mountain
PRV001079;land;26;241;107;1205.92;521.96;mountain
PRV001080;land;155;232;208;1164.37;518.63;mountain
PRV001081;land;147;114;254;1152.95;539.48;mountain
PRV001082;land;151;177;3;1178.31;529.97;mountain
PRV001083;land;133;103;53;1166.44;486.73;hills
PRV001084;land;56;215;242;1143.07;524.17;mountain
PRV001085;land;143;218;125;1185.13;504.1;mountain
PRV001086;land;185;213;69;1215.81;490.88;hills
PRV001087;land;127;124;52;1150.51;502.76;mountain
PRV001088;land;24;145;83;1198.95;539.26;mountain
PRV001089;land;46;24;225;1125.9;508.1;mountain
PRV001090;land;73;173;122;1039.35;511.96;mountain
PRV001091;land;154;19;101;1063.7;551.12;hills
PRV001092;land;248;5;181;1109.91;527.1;mountain
PRV001093;land;221;191;27;1063.7;495.92;mountain
PRV001094;land;182;187;241;1078.24;537.16;mountain
PRV001095;land;7;117;111;1126.5;533.37;mountain
PRV001096;land;140;246;186;1084.73;510.97;mountain
PRV001097;land;20;118;166;1095.42;537.36;mountain
PRV001098;land;129;132;169;1039.67;484.98;mountain
PRV001099;land;55;14;207;1087.17;478.07;mountain
PRV001100;land;119;49;240;1107.17;495.59;mountain
PRV001101;land;55;227;147;1058.9;527.73;mountain
PRV001102;land;97;139;224;269.88;1278.11;urban
PRV001103;land;108;58;33;216.75;1199.17;plains
PRV001104;land;231;18;1;290.71;1207.69;urban
PRV001105;land;246;167;238;245.35;1267.33;urban
PRV001106;land;75;200;235;256.59;1128.9;hills
PRV001107;land;196;187;123;282.91;1101.73;hills
PRV001108;land;221;110;0;236.27;1160.72;plains
PRV001109;land;153;112;212;295.21;1235.62;urban
PRV001110;land;186;124;227;303.47;1138.34;hills
PRV001111;land;214;219;254;277.06;1255.6;urban
PRV001112;land;53;150;108;328.56;1165.08;urban
PRV001113;land;204;249;130;222.1;1057.52;hills
PRV001114;land;45;41;231;294.44;1179.11;plains
PRV001115;land;4;59;104;226.61;1238.48;plains
PRV001116;land;51;239;170;383.21;1272.85;plains
PRV001117;land;202;169;226;264.78;1229.42;urban
PRV001118;land;239;96;253;212.87;1105.59;hills
PRV001119;land;221;183;11;255.6;1196.03;plains
PRV001120;land;162;74;105;183.64;1210.53;plains
PRV001121;land;55;32;86;192.95;1155.95;plains
PRV001122;land;202;255;86;775.15;752.24;plains
PRV001123;land;66;97;116;840.13;818.25;plains
PRV001124;land;225;46;17;813.0;798.31;plains
PRV001125;land;152;249;179;766.66;780.4;plains
PRV001126;land;61;56;190;848.86;754.4;plains
PRV001127;land;33;211;47;834.72;800.89;plains
PRV001128;land;149;231;105;798.7;750.15;plains
PRV001129;land;216;124;120;826.11;777.63;plains
PRV001130;land;147;58;166;853.55;777.81;plains
PRV001131;land;95;165;61;794.95;786.1;plains
PRV001132;land;211;19;248;790.39;768.83;plains
PRV001133;land;246;108;30;819.62;756.2;plains
PRV001134;land;179;133;231;756.01;764.34;plains
PRV001135;land;221;183;72;2209.48;498.84;forest
PRV001136;land;122;249;153;2226.16;596.2;forest
PRV001137;land;216;39;246;2192.22;517.56;forest
PRV001138;land;108;141;224;2167.84;543.33;forest
PRV001139;land;79;169;198;2212.39;552.34;forest
PRV001140;land;213;33;59;2163.56;579.13;hills
PRV001141;land;184;45;202;1595.78;1638.16;plains
PRV001142;land;57;12;16;1562.49;1598.83;plains
PRV001143;land;77;213;173;1589.98;1601.2;plains
PRV001144;land;117;191;69;1622.24;1642.67;hills
PRV001145;land;34;112;26;1607.21;1620.88;plains
PRV001146;land;39;106;29;1572.88;1636.65;plains
PRV001147;land;72;157;233;1610.08;1599.85;plains
PRV001148;land;5;244;129;1634.82;1588.52;plains
PRV001149;land;247;151;172;1577.37;1586.91;plains
PRV001150;land;233;120;247;1558.61;1620.73;plains
PRV001151;land;176;192;53;1631.35;1616.72;hills
PRV001152;land;213;58;66;1578.77;1615.24;plains
PRV001153;land;3;45;117;1621.14;1581.28;plains
PRV001154;land;37;117;166;1228.02;947.58;plains
PRV001155;land;94;103;216;1234.39;912.57;plains
PRV001156;land;64;212;126;1230.08;930.68;plains
PRV001157;land;80;184;246;1013.01;699.74;forest
PRV001158;land;173;17;238;1021.73;719.86;hills
PRV001159;land;102;222;94;1005.29;726.74;forest
PRV001160;land;92;40;140;993.04;703.22;forest
PRV001161;land;94;185;43;1035.54;701.17;hills
PRV001162;land;249;104;249;981.79;714.67;forest
PRV001163;land;160;66;5;985.92;668.02;forest
PRV001164;land;65;181;132;1028.92;677.36;mountain
PRV001165;land;179;180;112;973.54;689.76;forest
PRV001166;land;12;241;52;992.49;685.13;forest
PRV001167;land;113;177;150;1008.81;674.41;forest
PRV001168;land;95;111;202;1528.17;829.23;mountain
PRV001169;land;232;44;17;1519.9;755.45;plains
PRV001170;land;153;49;17;1492.33;785.55;hills
PRV001171;land;236;164;143;1500.41;819.92;mountain
PRV001172;land;251;227;46;1450.07;784.14;mountain
PRV001173;land;53;159;81;1473.54;755.23;hills
PRV001174;land;174;132;47;1547.63;770.28;plains
PRV001175;land;139;183;120;1543.59;785.67;hills
PRV001176;land;115;205;65;1467.28;806.12;mountain
PRV001177;land;155;47;21;1470.28;825.89;mountain
PRV001178;land;102;19;127;1076.12;68.89;mountain
PRV001179;land;110;75;15;1085.71;87.87;hills
PRV001180;land;99;148;69;1077.31;139.52;hills
PRV001181;land;204;89;53;1095.5;162.19;plains
PRV001182;land;122;194;180;1121.68;125.39;hills
PRV001183;land;40;44;141;1100.17;115.0;hills
PRV001184;land;18;165;103;1115.93;171.2;plains
PRV001185;land;189;184;201;1052.78;141.52;hills
PRV001186;land;192;220;223;1070.58;115.33;hills
PRV001187;land;28;216;118;1069.8;163.27;plains
PRV001188;land;84;39;205;1100.34;96.42;hills
PRV001189;land;126;214;40;1116.01;146.0;hills
PRV001190;land;157;123;126;1097.86;135.45;hills
PRV001191;land;25;32;248;1067.01;93.42;hills
PRV001192;land;19;218;139;1108.78;188.09;plains
PRV001193;land;252;40;75;392.31;121.31;forest
PRV001194;land;241;127;61;398.58;87.77;forest
PRV001195;land;201;243;25;364.29;134.83;forest
PRV001196;land;155;22;189;363.8;101.22;forest
PRV001197;land;3;150;89;409.4;151.26;forest
PRV001198;land;144;95;17;428.6;113.4;forest
PRV001199;land;150;249;80;2360.21;280.02;plains
PRV001200;land;182;147;119;2409.73;194.99;plains
PRV001201;land;232;113;3;2456.25;312.31;plains
PRV001202;land;175;11;160;2416.46;286.26;plains
PRV001203;land;250;15;58;2454.3;220.94;plains
PRV001204;land;175;175;197;2384.48;243.3;plains
PRV001205;land;22;205;80;1247.0;1351.53;plains
PRV001206;land;59;44;10;1237.35;1318.62;hills
PRV001207;land;156;45;88;1194.22;1294.36;hills
PRV001208;land;177;122;121;1224.3;1357.09;plains
PRV001209;land;98;79;12;1238.89;1285.72;hills
PRV001210;land;37;83;71;1152.59;1321.11;hills
PRV001211;land;221;118;124;1193.94;1337.42;hills
PRV001212;land;19;73;141;1178.79;440.03;hills
PRV001213;land;14;145;181;1153.14;402.5;hills
PRV001214;land;95;246;232;1207.27;377.47;hills
PRV001215;land;47;9;32;1177.43;384.85;hills
PRV001216;land;64;21;132;1163.38;313.37;urban
PRV001217;land;114;129;52;1191.95;311.71;urban
PRV001218;land;97;131;42;1190.94;330.71;urban
PRV001219;land;240;161;229;1135.05;356.67;hills
PRV001220;land;117;160;251;1174.33;352.72;urban
PRV001221;land;77;206;35;1212.71;325.39;urban
PRV001222;land;75;10;138;1132.41;314.11;urban
PRV001223;land;9;34;218;1205.57;348.62;urban
PRV001224;land;72;85;12;1197.53;414.72;hills
PRV001225;land;116;146;115;1751.35;180.67;urban
PRV001226;land;10;104;18;1802.69;214.92;urban
PRV001227;land;243;114;174;1770.21;220.57;urban
PRV001228;land;222;116;136;1804.67;179.5;urban
PRV001229;land;88;73;126;1771.76;153.94;forest
PRV001230;land;108;24;141;2379.84;810.69;mountain
PRV001231;land;107;255;31;2453.94;764.11;plains
PRV001232;land;66;249;237;2384.53;768.13;hills
PRV001233;land;57;148;93;2359.96;843.09;mountain
PRV001234;land;250;250;252;2443.74;844.71;plains
PRV001235;land;96;45;40;2377.97;899.78;mountain
PRV001236;land;177;159;58;2425.66;795.88;hills
PRV001237;land;246;128;238;2397.72;859.08;mountain
PRV001238;land;152;239;29;2463.63;810.15;plains
PRV001239;land;210;145;129;2461.56;883.61;plains
PRV001240;land;76;14;57;2348.21;878.52;hills
PRV001241;land;194;187;128;1297.87;195.19;mountain
PRV001242;land;121;52;150;1265.34;215.94;mountain
PRV001243;land;60;34;161;1305.15;236.5;mountain
PRV001244;land;82;219;74;1279.74;199.18;mountain
PRV001245;land;239;209;124;1316.25;214.0;mountain
PRV001246;land;217;159;56;1323.02;249.71;hills
PRV001247;land;219;65;146;1287.15;221.7;mountain
PRV001248;land;171;38;221;1336.97;221.28;mountain
PRV001249;land;82;0;183;1314.75;187.82;mountain
PRV001250;land;149;172;246;1614.45;1048.19;mountain
PRV001251;land;183;75;251;1543.94;1030.94;hills
PRV001252;land;171;10;240;1602.95;1119.07;plains
PRV001253;land;66;185;78;1577.61;1087.97;hills
PRV001254;land;137;70;210;1618.14;1100.47;hills
PRV001255;land;139;11;166;1539.3;1052.53;hills
PRV001256;land;121;81;116;1594.12;1052.44;hills
PRV001257;land;27;7;113;1631.0;1046.23;mountain
PRV001258;land;1;183;81;1533.86;1072.39;plains
PRV001259;land;170;1;153;1569.97;1040.76;hills
PRV001260;land;158;115;7;1601.99;1023.86;mountain
PRV001261;land;207;78;255;1562.86;1086.62;hills
PRV001262;land;203;245;121;1566.68;1105.99;plains
PRV001263;land;148;89;206;1513.26;1041.22;urban
PRV001264;land;247;240;239;1593.83;1097.15;hills
PRV001265;land;92;120;14;1579.36;1008.83;mountain
PRV001266;land;192;182;160;1588.97;1072.5;hills
PRV001267;land;155;14;100;1619.48;1074.37;hills
PRV001268;land;210;237;75;1560.34;1067.26;hills
PRV001269;land;68;102;117;1581.25;1116.56;plains
PRV001270;land;48;244;17;1615.25;1139.17;plains
PRV001271;land;93;232;189;1549.61;1090.26;plains
PRV001272;land;195;130;82;786.65;233.36;mountain
PRV001273;land;227;177;37;778.06;281.52;mountain
PRV001274;land;56;114;28;853.03;271.47;forest
PRV001275;land;94;21;226;862.47;252.68;forest
PRV001276;land;130;25;106;797.08;257.8;mountain
PRV001277;land;190;62;98;766.46;253.28;mountain
PRV001278;land;175;145;131;798.43;307.02;mountain
PRV001279;land;28;185;162;835.24;231.79;forest
PRV001280;land;177;244;210;827.67;294.09;forest
PRV001281;land;18;213;181;808.8;222.26;mountain
PRV001282;land;99;189;101;850.06;212.34;forest
PRV001283;land;220;144;81;824.53;254.41;forest
PRV001284;land;34;55;59;865.8;232.47;forest
PRV001285;land;18;65;234;855.99;291.85;forest
PRV001286;land;126;34;186;829.9;207.07;mountain
PRV001287;land;48;156;192;805.59;282.71;mountain
PRV001288;land;6;90;147;376.9;728.4;plains
PRV001289;land;112;37;10;435.13;707.95;forest
PRV001290;land;148;161;46;469.49;735.05;plains
PRV001291;land;73;72;61;408.51;760.34;plains
PRV001292;land;163;185;11;414.49;729.5;plains
PRV001293;land;99;253;43;438.55;777.03;plains
PRV001294;land;43;0;169;389.45;689.3;forest
PRV001295;land;28;66;181;443.14;682.01;forest
PRV001296;land;168;60;143;313.84;592.01;forest
PRV001297;land;82;125;19;364.49;512.59;plains
PRV001298;land;180;93;79;351.15;549.26;plains
PRV001299;land;18;89;104;276.41;518.05;plains
PRV001300;land;130;235;146;317.79;497.8;plains
PRV001301;land;23;7;61;264.86;580.82;forest
PRV001302;land;126;130;239;311.22;543.9;plains
PRV001303;land;145;169;194;2037.63;797.29;plains
PRV001304;land;250;57;191;2056.81;798.54;plains
PRV001305;land;153;254;252;2066.4;771.95;hills
PRV001306;land;254;22;230;2071.8;790.29;hills
PRV001307;land;44;187;131;2078.96;750.54;hills
PRV001308;land;155;224;210;2117.68;802.85;hills
PRV001309;land;172;36;82;2019.3;796.22;plains
PRV001310;land;126;44;17;2101.54;746.85;hills
PRV001311;land;255;185;63;2075.29;807.62;plains
PRV001312;land;5;48;40;2034.95;822.25;plains
PRV001313;land;172;85;60;2094.14;816.37;plains
PRV001314;land;11;69;7;2093.35;766.34;hills
PRV001315;land;94;191;1;2113.25;825.48;plains
PRV001316;land;204;132;133;2051.8;829.44;plains
PRV001317;land;145;139;154;2125.31;757.52;hills
PRV001318;land;46;236;117;2024.69;809.79;plains
PRV001319;land;116;26;22;2045.52;779.98;plains
PRV001320;land;111;68;231;2088.62;788.62;hills
PRV001321;land;113;227;188;2123.58;778.81;hills
PRV001322;land;76;126;198;2049.55;813.47;plains
PRV001323;land;0;176;102;2105.34;783.73;hills
PRV001324;land;11;57;150;2069.89;824.62;plains
PRV001325;land;199;254;143;444.04;578.16;forest
PRV001326;land;36;151;111;414.66;541.38;forest
PRV001327;land;126;14;76;373.52;590.77;forest
PRV001328;land;209;103;215;418.49;634.14;forest
PRV001329;land;104;0;152;373.02;640.18;forest
PRV001330;land;23;141;75;857.37;665.71;plains
PRV001331;land;80;177;25;910.78;673.69;forest
PRV001332;land;43;242;49;873.4;651.22;plains
PRV001333;land;87;104;239;875.57;746.65;plains
PRV001334;land;28;249;106;888.97;674.87;plains
PRV001335;land;131;109;40;921.21;729.46;plains
PRV001336;land;83;74;83;929.25;709.64;forest
PRV001337;land;139;224;186;924.35;689.63;forest
PRV001338;land;95;167;101;872.36;673.38;plains
PRV001339;land;202;212;252;905.76;695.68;plains
PRV001340;land;9;117;123;859.41;693.84;plains
PRV001341;land;89;24;107;882.19;695.82;plains
PRV001342;land;102;253;39;898.67;740.67;plains
PRV001343;land;205;31;223;893.13;658.58;forest
PRV001344;land;5;66;228;863.46;720.5;plains
PRV001345;land;165;213;139;892.99;716.96;plains
PRV001346;land;86;230;222;757.03;621.7;forest
PRV001347;land;61;21;101;731.67;567.96;forest
PRV001348;land;200;218;49;777.32;618.07;forest
PRV001349;land;162;66;204;737.73;614.81;plains
PRV001350;land;73;129;185;781.27;580.95;forest
PRV001351;land;83;101;119;728.19;552.25;forest
PRV001352;land;222;163;67;738.09;589.53;forest
PRV001353;land;209;118;26;760.75;592.71;forest
PRV001354;land;253;123;37;753.28;570.9;forest
PRV001355;land;107;115;82;1806.65;1159.4;mountain
PRV001356;land;141;34;76;1795.31;1135.56;mountain
PRV001357;land;99;64;53;1888.1;1101.9;plains
PRV001358;land;65;178;254;1813.76;1190.87;mountain
PRV001359;land;167;62;123;1775.49;1152.61;mountain
PRV001360;land;87;10;27;1890.98;1127.83;plains
PRV001361;land;228;116;95;1760.43;1175.8;mountain
PRV001362;land;71;168;23;1882.06;1072.93;plains
PRV001363;land;203;120;44;1875.27;1152.76;hills
PRV001364;land;9;210;230;1817.06;1066.44;plains
PRV001365;land;16;45;70;1788.83;1210.47;hills
PRV001366;land;54;214;205;1784.9;1180.64;mountain
PRV001367;land;240;62;167;1917.26;1073.97;plains
PRV001368;land;187;130;162;1839.13;1140.65;mountain
PRV001369;land;139;8;116;1754.1;1195.73;hills
PRV001370;land;200;44;142;1879.5;1180.8;mountain
PRV001371;land;227;67;11;1797.84;1086.22;hills
PRV001372;land;248;37;80;1770.7;1199.55;hills
PRV001373;land;62;35;93;1849.3;1196.01;mountain
PRV001374;land;49;238;188;1777.99;1113.59;mountain
PRV001375;land;17;34;127;1848.56;1079.8;plains
PRV001376;land;63;91;204;1910.08;1143.05;plains
PRV001377;land;172;118;38;1754.27;1210.95;plains
PRV001378;land;96;81;168;1799.38;1112.22;mountain
PRV001379;land;112;141;97;1856.6;1114.31;plains
PRV001380;land;125;232;244;1755.87;1154.9;mountain
PRV001381;land;70;202;31;1839.38;1217.58;mountain
PRV001382;land;254;249;50;1823.69;1110.76;hills
PRV001383;land;57;183;109;1807.9;1218.83;hills
PRV001384;land;243;86;70;1814.26;1236.94;plains
PRV001385;land;94;122;240;1767.68;1228.49;plains
PRV001386;land;149;121;146;1927.58;1151.44;plains
PRV001387;land;182;3;218;1839.32;1168.29;mountain
PRV001388;land;160;21;156;1679.96;1647.02;mountain
PRV001389;land;58;246;216;1696.48;1666.07;mountain
PRV001390;land;205;206;199;1655.29;1641.89;mountain
PRV001391;land;152;105;198;1719.12;1650.4;mountain
PRV001392;land;101;100;33;1693.56;1693.15;hills
PRV001393;land;16;213;62;1640.57;1660.3;hills
PRV001394;land;16;146;232;1665.95;1674.43;hills
PRV001395;land;23;26;252;1723.22;1689.67;hills
PRV001396;land;198;100;2;993.85;467.86;mountain
PRV001397;land;222;150;129;1058.07;465.02;mountain
PRV001398;land;64;16;88;1071.19;452.7;hills
PRV001399;land;187;142;14;1017.59;458.57;mountain
PRV001400;land;23;91;48;1039.04;453.35;hills
PRV001401;land;213;192;194;1049.67;435.53;hills
PRV001402;land;48;116;52;986.5;443.69;mountain
PRV001403;land;231;99;134;1022.8;427.3;hills
PRV001404;land;202;54;48;1650.7;1133.54;hills
PRV001405;land;5;87;137;1667.35;1113.67;hills
PRV001406;land;222;12;21;1645.7;1066.16;mountain
PRV001407;land;170;148;247;1756.46;1116.69;mountain
PRV001408;land;26;93;72;1696.95;1040.47;mountain
PRV001409;land;235;144;87;1676.85;1034.78;mountain
PRV001410;land;92;40;81;1776.39;1073.93;hills
PRV001411;land;167;197;1;1726.94;1148.1;hills
PRV001412;land;203;56;64;1716.16;1021.71;hills
PRV001413;land;84;245;185;1735.73;1196.74;plains
PRV001414;land;125;203;72;1724.28;1096.65;mountain
PRV001415;land;124;82;69;1669.59;1140.34;hills
PRV001416;land;6;144;25;1694.98;1134.75;hills
PRV001417;land;117;32;54;1717.8;1052.32;mountain
PRV001418;land;132;152;122;1695.92;1106.98;mountain
PRV001419;land;170;214;253;1691.0;1067.56;mountain
PRV001420;land;79;24;80;1633.65;1134.11;plains
PRV001421;land;39;246;204;1722.4;1120.58;mountain
PRV001422;land;238;74;100;1739.7;1172.98;hills
PRV001423;land;74;128;137;1755.53;1092.8;mountain
PRV001424;land;167;46;207;1702.98;1159.6;hills
PRV001425;land;38;83;202;1677.39;1091.0;mountain
PRV001426;land;176;230;113;1758.0;1022.3;plains
PRV001427;land;146;57;190;1739.17;1038.66;hills
PRV001428;land;149;222;218;1669.49;1055.77;mountain
PRV001429;land;167;187;62;1785.01;1046.26;plains
PRV001430;land;43;2;87;1708.7;1079.08;mountain
PRV001431;land;16;206;233;1666.62;1073.74;mountain
PRV001432;land;9;239;232;1747.48;1134.94;mountain
PRV001433;land;123;15;242;1735.17;1072.93;mountain
PRV001434;land;169;11;119;1756.61;1058.75;hills
PRV001435;land;26;121;249;1655.38;1043.17;mountain
PRV001436;land;16;8;108;1641.34;1110.12;hills
PRV001437;land;44;1;231;1646.79;1089.85;hills
PRV001438;land;22;240;47;1717.17;1199.99;plains
PRV001439;land;139;155;237;1719.33;1174.43;hills
PRV001440;land;30;211;162;560.14;532.13;plains
PRV001441;land;22;160;77;577.57;569.7;plains
PRV001442;land;81;159;129;536.11;566.7;forest
PRV001443;land;123;209;46;496.43;543.68;forest
PRV001444;land;156;44;191;552.6;596.31;plains
PRV001445;land;105;44;209;586.3;520.25;plains
PRV001446;land;179;192;170;597.21;543.49;plains
PRV001447;land;73;13;218;527.75;531.91;plains
PRV001448;land;12;91;74;915.93;450.39;mountain
PRV001449;land;79;29;47;835.44;452.36;mountain
PRV001450;land;9;95;40;932.67;420.7;hills
PRV001451;land;103;193;18;850.11;447.41;mountain
PRV001452;land;48;65;218;840.5;488.2;mountain
PRV001453;land;155;163;225;845.57;424.49;mountain
PRV001454;land;188;30;95;895.37;463.31;mountain
PRV001455;land;158;11;112;865.71;435.96;mountain
PRV001456;land;66;67;186;877.89;416.81;mountain
PRV001457;land;68;87;6;844.67;468.23;mountain
PRV001458;land;241;19;240;867.43;403.88;mountain
PRV001459;land;70;128;180;867.74;460.25;mountain
PRV001460;land;195;122;196;949.2;462.8;mountain
PRV001461;land;247;32;29;878.04;478.16;mountain
PRV001462;land;65;242;138;857.58;484.5;mountain
PRV001463;land;51;48;211;1925.78;275.92;forest
PRV001464;land;83;73;134;1968.24;190.89;urban
PRV001465;land;59;140;77;1941.07;209.65;urban
PRV001466;land;43;73;242;1874.75;331.14;hills
PRV001467;land;151;82;170;1913.78;235.37;urban
PRV001468;land;165;110;173;1879.31;228.43;urban
PRV001469;land;37;33;21;1917.06;180.41;urban
PRV001470;land;73;173;11;1922.66;313.8;hills
PRV001471;land;176;252;185;1851.74;277.81;forest
PRV001472;land;238;157;4;1835.35;225.51;urban
PRV001473;land;129;231;105;1962.41;240.57;forest
PRV001474;land;248;24;71;1872.52;179.44;urban
PRV001475;land;132;67;51;1834.6;659.47;plains
PRV001476;land;234;144;254;1850.47;652.93;plains
PRV001477;land;131;153;38;1873.62;703.16;plains
PRV001478;land;91;178;139;1867.59;680.36;plains
PRV001479;land;230;188;54;1819.83;681.52;plains
PRV001480;land;79;237;226;1840.14;694.91;plains
PRV001481;land;191;159;207;1848.33;674.39;plains
PRV001482;land;246;87;235;1866.91;661.68;plains
PRV001483;land;116;68;163;1864.79;643.23;forest
PRV001484;land;138;223;18;1857.45;699.31;plains
PRV001485;land;145;27;167;330.72;120.85;forest
PRV001486;land;45;74;5;308.39;88.78;forest
PRV001487;land;70;193;148;246.28;137.79;forest
PRV001488;land;73;70;127;303.05;121.14;forest
PRV001489;land;64;34;177;243.64;107.7;forest
PRV001490;land;79;56;171;277.84;129.04;forest
PRV001491;land;145;5;157;275.12;85.73;forest
PRV001492;land;204;230;122;2202.51;230.52;plains
PRV001493;land;134;59;133;2173.71;275.38;urban
PRV001494;land;123;175;21;2231.75;253.23;plains
PRV001495;land;166;104;191;2232.53;191.24;plains
PRV001496;land;96;150;99;2169.6;245.19;urban
PRV001497;land;215;187;74;2188.83;204.47;plains
PRV001498;land;44;13;117;2203.99;276.94;urban
PRV001499;land;123;211;40;2266.05;263.18;plains
PRV001500;land;26;14;206;1420.11;24.88;forest
PRV001501;land;249;41;108;1398.84;27.79;forest
PRV001502;land;31;165;147;1444.9;41.64;forest
PRV001503;land;55;236;117;1426.98;41.99;forest
PRV001504;land;196;149;168;1463.52;49.46;forest
PRV001505;land;158;243;82;1410.73;53.76;forest
PRV001506;land;86;20;70;1384.68;9.1;forest
PRV001507;land;155;214;143;1449.16;68.03;forest
PRV001508;land;87;49;2;1383.28;34.24;forest
PRV001509;land;23;49;74;1444.97;14.14;forest
PRV001510;land;252;130;158;1424.78;7.38;forest
PRV001511;land;38;48;133;1466.84;13.13;forest
PRV001512;land;239;212;72;1405.13;8.98;forest
PRV001513;land;255;94;161;1387.64;53.08;forest
PRV001514;land;94;134;66;1246.66;139.19;mountain
PRV001515;land;1;147;124;1269.73;178.64;mountain
PRV001516;land;113;35;204;1284.55;170.19;mountain
PRV001517;land;138;61;160;1207.07;183.32;hills
PRV001518;land;87;82;52;1257.65;157.2;mountain
PRV001519;land;95;0;106;1233.9;202.99;hills
PRV001520;land;26;183;75;1220.46;149.6;hills
PRV001521;land;109;121;86;1226.8;173.72;hills
PRV001522;land;174;182;114;1255.72;200.5;mountain
PRV001523;land;113;139;28;1246.69;178.5;mountain
PRV001524;land;155;136;230;705.92;262.75;hills
PRV001525;land;35;152;244;738.42;253.08;hills
PRV001526;land;20;21;158;676.21;202.92;forest
PRV001527;land;37;1;210;728.67;221.68;hills
PRV001528;land;207;29;163;668.51;240.35;forest
PRV001529;land;167;58;121;701.31;181.96;forest
PRV001530;land;0;249;75;664.24;267.79;forest
PRV001531;land;1;203;147;698.04;220.64;forest
PRV001532;land;6;197;189;1124.41;710.99;hills
PRV001533;land;131;13;166;1109.87;698.44;hills
PRV001534;land;234;26;7;1097.25;687.0;hills
PRV001535;land;186;212;247;1114.81;647.02;mountain
PRV001536;land;70;122;173;1126.14;683.75;hills
PRV001537;land;205;11;65;1106.75;671.25;mountain
PRV001538;land;124;7;59;1153.72;640.46;hills
PRV001539;land;217;103;192;1137.22;699.25;hills
PRV001540;land;77;111;67;1116.42;631.49;mountain
PRV001541;land;242;247;0;1154.33;688.32;hills
PRV001542;land;15;182;119;1141.26;665.25;hills
PRV001543;land;201;188;198;1123.84;660.62;hills
PRV001544;land;118;181;54;1136.44;634.59;mountain
PRV001545;land;39;60;90;1159.3;665.75;hills
PRV001546;land;136;70;146;719.17;696.08;plains
PRV001547;land;178;3;209;685.32;744.42;forest
PRV001548;land;225;45;225;729.24;713.82;forest
PRV001549;land;189;169;66;676.54;714.56;forest
PRV001550;land;255;215;197;696.79;687.97;plains
PRV001551;land;251;134;235;746.55;720.74;plains
PRV001552;land;26;210;136;709.98;744.86;forest
PRV001553;land;29;151;0;671.25;689.92;plains
PRV001554;land;180;245;75;730.44;745.89;forest
PRV001555;land;250;162;180;748.17;744.77;forest
PRV001556;land;182;56;140;702.83;716.74;forest
PRV001557;land;106;249;42;460.14;51.04;forest
PRV001558;land;113;71;112;450.17;16.14;forest
PRV001559;land;76;177;79;414.71;21.43;forest
PRV001560;land;214;96;163;458.76;88.21;forest
PRV001561;land;56;121;191;416.5;59.5;forest
PRV001562;land;18;21;97;923.43;15.92;forest
PRV001563;land;224;92;136;895.05;39.41;forest
PRV001564;land;43;66;218;883.67;85.73;hills
PRV001565;land;52;116;192;869.57;52.08;forest
PRV001566;land;124;201;44;933.38;56.33;forest
PRV001567;land;33;179;127;916.64;72.34;mountain
PRV001568;land;65;87;121;860.95;72.46;forest
PRV001569;land;167;65;209;867.47;90.65;hills
PRV001570;land;199;93;41;874.1;29.58;forest
PRV001571;land;118;97;234;877.96;107.91;mountain
PRV001572;land;55;81;160;912.35;49.86;forest
PRV001573;land;209;217;134;953.98;42.48;forest
PRV001574;land;128;86;43;951.7;20.47;forest
PRV001575;land;102;1;38;880.34;9.92;forest
PRV001576;land;209;248;164;893.65;102.86;mountain
PRV001577;land;59;18;94;934.43;34.99;forest
PRV001578;land;245;68;35;902.58;84.9;mountain
PRV001579;land;74;35;96;903.44;15.12;forest
PRV001580;land;40;132;170;947.24;5.74;forest
PRV001581;land;116;78;76;887.98;64.06;forest
PRV001582;land;207;53;111;24.32;886.36;mountain
PRV001583;land;193;56;37;24.19;1002.18;hills
PRV001584;land;198;213;121;198.31;973.34;mountain
PRV001585;land;109;171;87;72.41;912.97;mountain
PRV001586;land;253;144;20;112.98;933.25;mountain
PRV001587;land;195;189;246;152.57;947.94;mountain
PRV001588;land;123;230;229;20.66;935.78;mountain
PRV001589;land;123;185;197;78.41;1016.23;hills
PRV001590;land;98;156;111;141.81;1006.69;hills
PRV001591;land;254;43;204;69.68;962.35;mountain
PRV001592;land;8;124;120;67.63;875.42;mountain
PRV001593;land;198;5;215;1340.2;679.3;mountain
PRV001594;land;220;218;187;1319.91;762.99;hills
PRV001595;land;208;117;117;1329.46;708.54;hills
PRV001596;land;38;250;188;1354.64;696.65;mountain
PRV001597;land;84;126;137;1315.02;735.6;hills
PRV001598;land;241;228;185;1338.49;751.97;hills
PRV001599;land;126;231;109;1339.77;697.55;mountain
PRV001600;land;104;85;12;1309.99;706.86;hills
PRV001601;land;71;57;1;1294.37;742.07;hills
PRV001602;land;104;253;188;1298.68;720.09;hills
PRV001603;land;213;25;233;1351.39;729.79;mountain
PRV001604;land;200;237;154;1332.85;726.92;hills
PRV001605;land;149;216;92;1317.67;685.67;mountain
PRV001606;land;158;35;148;1316.56;527.5;mountain
